S/N,Forest Id,Tree Species,Family,Dbh(cm),Db(m),Dm(m),Dt(m),Ht(m),Density,Plot Id
820,4,Alstonia boonei,Apocynaceae,45,0.78,0.31,0.32,27,0.37,Plot4_1
821,4,Antiaris africana,Moraceae,43.5,0.27,0.18,0.12,11,0.37,Plot4_1
822,4,Ceiba pentandra,Malvaceae,88,0.99,0.72,0.51,13.7,0.3,Plot4_1
823,4,Cordia millenii,Boraginaceae,185,2.15,1.6,1,27,0.52,Plot4_1
824,4,Cordia millenii,Boraginaceae,27.5,0.43,0.25,0.17,14,0.52,Plot4_1
825,4,Crossopteryx febrifuga,Rubiaceae,87.5,0.95,0.65,0.5,24.5,0.7,Plot4_1
826,4,Crossopteryx febrifuga,Rubiaceae,26.2,0.35,0.19,0.12,13,0.7,Plot4_1
827,4,Ficus exasperata,Moraceae,25,0.26,0.2,0.18,9,0.34,Plot4_1
828,4,Funtumia elastica,Apocynaceae,26,0.36,0.18,0.14,12,0.51,Plot4_1
829,4,Hunteria umbellate ,Apocynaceae,55,0.73,0.47,0.18,17,0.72,Plot4_2
830,4,Irvingia gabonensis,Irvingiaceae,48,0.54,0.37,0.29,26,0.87,Plot4_2
831,4,Irvingia gabonensis,Irvingiaceae,24,0.26,0.18,0.08,9.3,0.87,Plot4_2
832,4,Irvingia gabonensis,Irvingiaceae,32.1,0.38,0.22,0.17,22,0.87,Plot4_2
833,4,Irvingia gabonensis,Irvingiaceae,34,0.44,0.26,0.21,16,0.87,Plot4_2
834,4,Khaya grandifoliola,Meliaceae,70,1.75,1.2,0.85,27,0.62,Plot4_2
835,4,Milicia excelsa,Moraceae,64,0.68,0.62,0.31,19,0.59,Plot4_2
836,4,Mitragyna ciliata,Rubiaceae,23,0.26,0.2,0.09,15,0.46,Plot4_2
837,4,Pycnanthus angolensis,Myristicaceae,152,1.85,1.2,0.62,29,0.44,Plot4_2
838,4,Sterculia oblonga,Malvaceae,50,0.7,0.33,0.28,27,0.61,Plot4_2
839,4,Sterculia rhinopetala,Malvaceae,27,0.31,0.2,0.17,14.2,0.64,Plot4_2
840,4,Sterculia rhinopetala,Malvaceae,21.5,0.24,0.18,0.17,13.2,0.64,Plot4_2
841,4,Sterculia rhinopetala,Malvaceae,27.5,0.31,0.18,0.15,16.5,0.64,Plot4_2
842,4,Sterculia tragacantha,Malvaceae,48,0.56,0.41,0.23,14.7,0.48,Plot4_2
843,4,Strombosia pustulata,Olacaceae,34,0.4,0.24,0.11,18.4,0.83,Plot4_2
844,4,Terminalia superba,Combretaceae,75,1.4,0.4,0.2,14,0.45,Plot4_2
845,4,Terminalia superba,Combretaceae,230,2.5,1.6,0.7,22,0.45,Plot4_2
846,4,Treculia africana,Moraceae,21,0.2,0.14,0.08,7.2,0.45,Plot4_2
847,4,Afzelia africana,Fabaceae,49,0.59,0.32,0.18,22,0.67,Plot4_2
848,4,Albizia zygia,Fabaceae,28,0.32,0.22,0.2,15.5,0.46,Plot4_2
849,4,Albizia zygia,Fabaceae,36.5,0.41,0.29,0.22,18,0.46,Plot4_2
850,4,Alstonia boonei,Apocynaceae,35.4,0.4,0.28,0.19,23,0.37,Plot4_2
851,4,Alstonia boonei,Apocynaceae,34.4,0.4,0.1,0.28,14,0.37,Plot4_2
852,4,Antiaris africana,Moraceae,37.6,0.72,0.2,0.26,9,0.37,Plot4_2
853,4,Antiaris africana,Moraceae,31.5,0.4,0.28,0.18,17,0.37,Plot4_2
854,4,Antiaris africana,Moraceae,22.7,0.3,0.15,0.1,11,0.37,Plot4_3
855,4,Antiaris africana,Moraceae,21.5,0.34,0.15,0.1,21,0.37,Plot4_3
856,4,Bombax buonopozense,Malvaceae,29,0.33,0.23,0.18,15,0.32,Plot4_3
857,4,Bombax buonopozense,Malvaceae,23.5,0.31,0.18,0.11,9.6,0.32,Plot4_3
858,4,Celtis zenkeri,Cannabaceae,33,0.35,0.26,0.18,17.5,0.65,Plot4_3
859,4,Cordia millenii,Boraginaceae,29,0.33,0.23,0.18,18,0.52,Plot4_3
860,4,Drypetes paxii ,Putranjivaceae,37.8,0.45,0.27,0.23,24.6,0.66,Plot4_3
861,4,Khaya ivorensis,Meliaceae,75,0.85,0.4,0.2,25.5,0.45,Plot4_3
862,4,Lovoa trichilioides,Meliaceae,72.8,0.88,0.55,0.32,27,0.48,Plot4_3
863,4,Lovoa trichilioides,Meliaceae,69,0.76,0.45,0.29,25,0.48,Plot4_3
864,4,Lovoa trichilioides,Meliaceae,24.5,0.29,0.19,0.14,15.5,0.48,Plot4_3
865,4,Mansonia altissima,Malvaceae,64.4,0.72,0.55,0.35,23.2,0.58,Plot4_3
866,4,Mansonia altissima,Malvaceae,69,1.6,0.45,0.54,30,0.58,Plot4_3
867,4,Mansonia altissima,Malvaceae,42,0.46,0.3,0.24,17,0.58,Plot4_3
868,4,Milicia excelsa,Moraceae,31.5,0.34,0.25,0.2,16.5,0.59,Plot4_3
869,4,Pterygota macrocarpa,Malvaceae,23,0.27,0.19,0.15,14,0.52,Plot4_3
870,4,Pterygota macrocarpa,Malvaceae,50.5,0.57,0.37,0.22,26,0.52,Plot4_3
871,4,Pterygota macrocarpa,Malvaceae,28.7,0.37,0.23,0.18,24,0.52,Plot4_3
872,4,Sterculia oblonga,Malvaceae,25,0.3,0.18,0.09,21.7,0.61,Plot4_3
873,4,Sterculia rhinopetala,Malvaceae,43,0.48,0.28,0.28,27.9,0.64,Plot4_3
874,4,Sterculia rhinopetala,Malvaceae,58,0.64,0.38,0.28,27,0.64,Plot4_3
875,4,Strombosia pustulata,Olacaceae,23,0.27,0.11,0.07,17.5,0.83,Plot4_3
876,4,Terminalia ivorensis,Combretaceae,120,1.3,0.98,0.27,32,0.48,Plot4_3
877,4,Terminalia ivorensis,Combretaceae,180,2.4,1.2,0.85,22,0.48,Plot4_3
878,4,Terminalia ivorensis,Combretaceae,74,0.82,0.56,0.3,16,0.48,Plot4_3
879,4,Terminalia superba,Combretaceae,195,2.35,1.2,0.8,27,0.45,Plot4_3
880,4,Triplochiton scleroxylon,Malvaceae,130,2.05,0.65,0.42,32,0.34,Plot4_4
881,4,Afzelia africana,Fabaceae,50,0.64,0.33,0.26,14.6,0.67,Plot4_4
882,4,Afzelia africana,Fabaceae,35,0.37,0.29,0.18,8.7,0.67,Plot4_4
883,4,Alstonia boonei,Apocynaceae,24,0.26,0.18,0.07,12,0.37,Plot4_4
884,4,Brachystegia nigerica,Fabaceae,23,0.26,0.21,0.17,8.4,0.52,Plot4_4
885,4,Cordia platythyrsa,Boraginaceae,25,0.29,0.17,0.11,12.4,0.52,Plot4_4
886,4,Cordia platythyrsa,Boraginaceae,47,0.48,0.4,0.38,11.2,0.52,Plot4_4
887,4,Entandrophragma angolense,Meliaceae,27,0.3,0.23,0.11,16,0.58,Plot4_4
888,4,Gossweileirodendron balsamiferum,Fabaceae,43,0.44,0.23,0.14,11.5,0.29,Plot4_4
889,4,Mansonia altissima,Malvaceae,21,0.22,0.14,0.07,15.4,0.58,Plot4_4
890,4,Mansonia altissima,Malvaceae,21,0.33,0.17,0.08,12,0.58,Plot4_4
891,4,Mansonia altissima,Malvaceae,31,0.33,0.18,0.11,12.7,0.58,Plot4_4
892,4,Mansonia altissima,Malvaceae,20,0.22,0.14,0.06,9,0.58,Plot4_4
893,4,Mitragyna ciliata,Rubiaceae,58,0.64,0.39,0.28,17.5,0.46,Plot4_4
894,4,Mitragyna ciliata,Rubiaceae,33,0.37,0.22,0.18,11.3,0.46,Plot4_4
895,4,Ricinodendron heudelotii,Euphorbiaceae,24,0.26,0.2,0.09,15.2,0.22,Plot4_4
896,4,Sterculia oblonga,Malvaceae,29,0.35,0.23,0.16,14,0.61,Plot4_4
897,4,Sterculia rhinopetala,Malvaceae,73,0.92,0.5,0.32,14.2,0.64,Plot4_4
898,4,Strombosia pustulata,Olacaceae,31.2,0.38,0.18,0.12,23,0.83,Plot4_4
899,4,Terminalia ivorensis,Combretaceae,47,0.5,0.42,0.31,10.3,0.48,Plot4_4
900,4,Terminalia superba,Combretaceae,29,0.32,0.24,0.16,10.7,0.45,Plot4_4
901,4,Triplochiton scleroxylon,Malvaceae,38,0.42,0.34,0.23,13,0.34,Plot4_4
902,4,Triplochiton scleroxylon,Malvaceae,96,1.1,0.62,0.4,31,0.34,Plot4_4
903,4,Afzelia africana,Fabaceae,28.5,0.32,0.2,0.15,15,0.67,Plot4_4
904,4,Afzelia africana,Fabaceae,38,0.32,0.2,0.15,15,0.67,Plot4_5
905,4,Albizia zygia,Fabaceae,23.8,0.25,0.23,0.3,30.5,0.46,Plot4_5
906,4,Antiaris africana,Moraceae,20,0.25,0.18,0.14,10.5,0.37,Plot4_5
907,4,Brachystegia nigerica,Fabaceae,24,0.34,0.18,0.15,18,0.52,Plot4_5
908,4,Celtis zenkeri,Cannabaceae,46,0.29,0.18,0.21,8,0.65,Plot4_5
909,4,Celtis zenkeri,Cannabaceae,32,0.41,0.25,0.1,21,0.65,Plot4_5
910,4,Cordia millenii,Boraginaceae,55,0.68,0.62,0.23,6.5,0.52,Plot4_5
911,4,Entandrophragma angolense,Meliaceae,75,0.82,0.4,0.25,23.5,0.58,Plot4_5
912,4,Zanthoxylum zanthoxyloides,Rutaceae,35,0.39,0.27,0.52,18,0.59,Plot4_5
913,4,Gossweileirodendron balsamiferum,Fabaceae,37,0.48,0.27,0.18,26.5,0.29,Plot4_5
914,4,Khaya ivorensis,Meliaceae,41.8,0.51,0.28,0.23,9,0.45,Plot4_5
915,4,Mansonia altissima,Malvaceae,85,1.05,0.6,0.55,16.5,0.58,Plot4_5
916,4,Mansonia altissima,Malvaceae,49,0.56,0.38,0.3,18,0.58,Plot4_5
917,4,Mansonia altissima,Malvaceae,75,0.8,0.4,0.08,20,0.58,Plot4_5
918,4,Milicia excelsa,Moraceae,22.5,0.25,0.18,0.13,4.5,0.59,Plot4_5
919,4,Pterygota macrocarpa,Malvaceae,52,0.6,0.27,0.21,15.5,0.52,Plot4_5
920,4,Pterygota macrocarpa,Malvaceae,44,0.52,0.25,0.14,18,0.52,Plot4_5
921,4,Ricinodendron heudelotii,Euphorbiaceae,45.5,0.5,0.24,0.24,25,0.22,Plot4_5
922,4,Sterculia oblonga,Malvaceae,34,0.37,0.27,0.25,20,0.61,Plot4_5
923,4,Sterculia rhinopetala,Malvaceae,46,0.41,0.25,0.2,20,0.64,Plot4_5
924,4,Strombosia pustulata,Olacaceae,26.5,0.31,0.19,0.15,27,0.83,Plot4_5
925,4,Strombosia pustulata,Olacaceae,30,0.35,0.25,0.15,15.6,0.83,Plot4_5
926,4,Strombosia pustulata,Olacaceae,53,0.39,0.28,0.22,23,0.83,Plot4_5
927,4,Terminalia ivorensis,Combretaceae,32,0.41,0.24,0.21,18,0.48,Plot4_5
928,4,Terminalia ivorensis,Combretaceae,54,0.58,0.32,0.19,15,0.48,Plot4_5
929,4,Terminalia ivorensis,Combretaceae,65,0.65,0.5,0.35,18.2,0.48,Plot4_6
930,4,Terminalia superba,Combretaceae,52,0.61,0.3,0.16,16.2,0.45,Plot4_6
931,4,Terminalia superba,Combretaceae,49,0.55,0.4,0.21,27,0.45,Plot4_6
932,4,Triplochiton scleroxylon,Malvaceae,120,1.52,0.7,0.4,34,0.34,Plot4_6
933,4,Lecaniodiscus cupanioides,Sapindaceae,10.2,0.18,0.11,0.02,6.8,0.43,Plot4_6
934,4,Lecaniodiscus cupanioides,Sapindaceae,9,0.1,0.06,0.03,5.8,0.43,Plot4_6
935,4,Boscia angustifolia,Capparaceae,26.3,0.39,0.18,0.07,16.5,0.59,Plot4_6
936,4,Boscia angustifolia,Capparaceae,32,0.31,0.18,0.1,19.5,0.59,Plot4_6
937,4,Milicia excelsa,Moraceae,112,1.12,0.82,0.3,28,0.59,Plot4_6
938,4,Cola nitida,Malvaceae,30.5,0.37,0.22,0.08,17,0.66,Plot4_6
939,4,Sterculia tragacantha,Malvaceae,25.3,0.31,0.19,0.1,14.8,0.48,Plot4_6
940,4,Hunteria umbellate ,Apocynaceae,17,0.23,0.16,0.06,14,0.72,Plot4_6
941,4,Boscia angustifolia,Capparaceae,16,0.2,0.17,0.09,16,0.59,Plot4_6
942,4,Pycnanthus angolensis,Myristicaceae,33.2,0.36,0.17,0.05,16.8,0.44,Plot4_6
943,4,Boscia angustifolia,Capparaceae,38.4,0.45,0.24,0.1,17.8,0.59,Plot4_6
944,4,Funtumia elastica,Apocynaceae,12.5,0.15,0.11,0.04,12.1,0.51,Plot4_6
945,4,Celtis zenkeri,Cannabaceae,28.6,0.3,0.22,0.11,15.9,0.65,Plot4_6
946,4,Boscia angustifolia,Capparaceae,26.1,0.33,0.22,0.09,16.2,0.59,Plot4_6
947,4,Funtumia elastica,Apocynaceae,17.6,0.2,0.15,0.08,15.9,0.51,Plot4_6
948,4,Pausinystalia brachythyrsa,Rubiaceae,50.1,0.5,0.24,0.11,23,0.6,Plot4_6
949,4,Cordia africana,Boraginaceae,28.5,0.35,0.18,0.1,15.5,0.47,Plot4_6
950,4,Boscia angustifolia,Capparaceae,54.5,0.55,0.38,0.16,15.9,0.59,Plot4_6
951,4,Funtumia elastica,Apocynaceae,24.8,0.26,0.2,0.07,18.9,0.51,Plot4_6
952,4,Diospyros crassiflora ,Ebenaceae,16.5,0.17,0.08,0.01,4.8,0.9,Plot4_6
953,4,Pycnanthus angolensis,Myristicaceae,75.5,0.85,0.48,0.18,18.5,0.44,Plot4_6
954,4,Entandrophragma angolense,Meliaceae,39,0.41,0.19,0.14,26.8,0.58,Plot4_6
955,4,Cordia millenii,Boraginaceae,33.4,0.36,0.23,0.09,14.2,0.52,Plot4_6
956,4,Phyllanthus discoides,Euphorbiaceae,52,0.58,0.41,0.19,18,0.75,Plot4_6
957,4,Pycnanthus angolensis,Myristicaceae,11.8,0.14,0.1,0.03,11,0.44,Plot4_6
958,4,Pausinystalia brachythyrsa,Rubiaceae,11.1,0.12,0.08,0.02,11,0.6,Plot4_6
959,4,Pycnanthus angolensis,Myristicaceae,11.1,0.14,0.07,0.01,9.5,0.44,Plot4_6
960,4,Alstonia boonei,Apocynaceae,44.3,0.53,0.4,0.17,21,0.37,Plot4_6
961,4,Pycnanthus angolensis,Myristicaceae,12.6,0.15,0.1,0.03,9,0.44,Plot4_7
962,4,Pycnanthus angolensis,Myristicaceae,25.6,0.32,0.16,0.07,14.8,0.44,Plot4_7
963,4,Diospyros monbuttensis,Ebenaceae,26,0.29,0.25,0.08,14.5,0.9,Plot4_7
964,4,Boscia angustifolia,Capparaceae,15.3,0.21,0.16,0.05,11,0.59,Plot4_7
965,4,Celtis zenkeri,Cannabaceae,12.9,0.15,0.11,0.02,9.5,0.65,Plot4_7
966,4,Sterculia rhinopetala,Malvaceae,10.5,0.14,0.08,0.02,14.5,0.64,Plot4_7
967,4,Pycnanthus angolensis,Myristicaceae,38.4,0.42,0.2,0.15,22.5,0.44,Plot4_7
968,4,Ricinodendron heudelotii,Euphorbiaceae,20.5,0.27,0.1,0.03,11.8,0.22,Plot4_7
969,4,Sterculia rhinopetala,Malvaceae,15.5,0.2,0.18,0.07,14,0.64,Plot4_7
970,4,Pycnanthus angolensis,Myristicaceae,42.9,0.49,0.34,0.12,16.5,0.44,Plot4_7
971,4,Hunteria umbellate ,Apocynaceae,18,0.18,0.13,0.05,12.5,0.72,Plot4_7
972,4,Cordia millenii,Boraginaceae,13.6,0.18,0.12,0.03,9.8,0.52,Plot4_7
973,4,Nauclea diderrichii,Rubiaceae,22.2,0.3,0.24,0.08,16.5,0.69,Plot4_7
974,4,Desplatsia dewevrei,Malvaceae,15,0.15,0.11,0.03,11.2,0.62,Plot4_7
975,4,Desplatsia dewevrei,Malvaceae,19.3,0.19,0.14,0.03,11.8,0.62,Plot4_7
976,4,Cleistopholis patens,Annonaceae,16.6,0.18,0.16,0.05,13.8,0.37,Plot4_7
977,4,Khaya grandifoliola,Meliaceae,9.3,0.12,0.07,0.01,5.6,0.62,Plot4_7
978,4,Boscia angustifolia,Capparaceae,20.2,0.27,0.18,0.06,14.8,0.59,Plot4_7
979,4,Boscia angustifolia,Capparaceae,23.5,0.28,0.18,0.09,23.5,0.59,Plot4_7
980,4,Cordia africana,Boraginaceae,20.6,0.23,0.14,0.05,13.8,0.47,Plot4_7
981,4,Milicia excelsa,Moraceae,27.9,0.33,0.2,0.09,17.8,0.59,Plot4_7
982,4,Boscia angustifolia,Capparaceae,17.2,0.23,0.14,0.05,13,0.59,Plot4_7
983,4,Cleistopholis patens,Annonaceae,56.9,0.73,0.45,0.15,23.5,0.37,Plot4_7
984,4,Myrianthus arboreus,Urticaceae,12.2,0.15,0.08,0.03,5.8,0.43,Plot4_7
985,4,Cola gigantea,Malvaceae,21.8,0.28,0.17,0.08,14.9,0.54,Plot4_7
986,4,Khaya grandifoliola,Meliaceae,11,0.15,0.09,0.03,6,0.62,Plot4_8
987,4,Pausinystalia brachythyrsa,Rubiaceae,23.8,0.29,0.16,0.05,13.9,0.6,Plot4_8
988,4,Diospyros monbuttensis,Ebenaceae,21.8,0.27,0.14,0.05,14,0.9,Plot4_8
989,4,Hunteria umbellate ,Apocynaceae,18.9,0.2,0.13,0.02,11,0.72,Plot4_8
990,4,Ricinodendron heudelotii,Euphorbiaceae,8,0.85,0.58,0.24,16.5,0.22,Plot4_8
991,4,Diospyros crassiflora ,Ebenaceae,20.5,0.24,0.16,0.04,11.8,0.9,Plot4_8
992,4,Diospyros crassiflora ,Ebenaceae,18,0.2,0.15,0.05,12,0.9,Plot4_8
993,4,Hunteria umbellate ,Apocynaceae,16.5,0.19,0.14,0.02,9,0.72,Plot4_8
994,4,Celtis zenkeri,Cannabaceae,13.2,0.19,0.11,0.03,11,0.65,Plot4_8
995,4,Hunteria umbellate ,Apocynaceae,13.9,0.17,0.1,0.02,11,0.72,Plot4_8
996,4,Drypetes paxii ,Putranjivaceae,15,0.18,0.11,0.03,9.8,0.66,Plot4_8
997,4,Khaya grandifoliola,Meliaceae,12.1,0.16,0.06,0.02,8.5,0.62,Plot4_8
998,4,Zanthoxylum zanthoxyloides,Rutaceae,12.5,0.18,0.06,0.01,8,0.59,Plot4_8
999,4,Boscia angustifolia,Capparaceae,15.4,0.19,0.14,0.04,9.9,0.59,Plot4_8
1000,4,Hunteria umbellate ,Apocynaceae,19.4,0.23,0.14,0.03,12,0.72,Plot4_8
1001,4,Boscia angustifolia,Capparaceae,42,0.42,0.19,0.05,16.5,0.59,Plot4_8
1002,4,Celtis zenkeri,Cannabaceae,21.1,0.24,0.16,0.04,13.5,0.65,Plot4_8
1003,4,Afzelia africana,Fabaceae,98,1.05,0.58,0.25,18.9,0.67,Plot4_8
1004,4,Funtumia elastica,Apocynaceae,19.5,0.22,0.15,0.04,11.8,0.51,Plot4_8
1005,4,Strombosia pustulata,Olacaceae,27,0.34,0.14,0.03,13.5,0.83,Plot4_8
1006,4,Afzelia africana,Fabaceae,125,1.24,0.85,0.16,28,0.67,Plot4_8
1007,4,Bridelia micrantha,Phyllanthaceae,18.5,0.29,0.16,0.05,8.5,0.47,Plot4_8
1008,4,Bridelia micrantha,Phyllanthaceae,56,0.56,0.21,0.08,12,0.47,Plot4_8
1009,4,Bridelia micrantha,Phyllanthaceae,13.8,0.16,0.1,0.02,10,0.47,Plot4_8
1010,4,Bridelia micrantha,Phyllanthaceae,20.7,0.25,0.14,0.06,17.5,0.47,Plot4_8
1011,4,Ceiba pentandra,Malvaceae,115,1.15,0.8,0.24,28.5,0.3,Plot4_9
1012,4,Celtis zenkeri,Cannabaceae,11.5,0.13,0.82,0.01,7.5,0.65,Plot4_9
1013,4,Celtis zenkeri,Cannabaceae,56.5,0.57,0.34,0.17,28,0.65,Plot4_9
1014,4,Celtis zenkeri,Cannabaceae,18.8,0.25,0.12,0.02,14.8,0.65,Plot4_9
1015,4,Celtis zenkeri,Cannabaceae,25.4,0.34,0.16,0.09,16.8,0.65,Plot4_9
1016,4,Celtis zenkeri,Cannabaceae,49.5,0.5,0.28,0.18,24.5,0.65,Plot4_9
1017,4,Chrysophyllum perpulchrum,Sapotaceae,38.4,0.58,0.16,0.06,22,0.68,Plot4_9
1018,4,Cola gigantea,Malvaceae,22.5,0.25,0.21,0.09,6.7,0.54,Plot4_9
1019,4,Cola millenii,Malvaceae,20,0.31,0.16,0.08,14.5,0.77,Plot4_9
1020,4,Cola millenii,Malvaceae,12.8,0.15,0.09,0.03,5.8,0.77,Plot4_9
1021,4,Daniellia ogea,Fabaceae,53.3,0.55,0.25,0.14,24,0.31,Plot4_9
1022,4,Drypetes paxii ,Putranjivaceae,13.4,0.17,0.08,0.03,5,0.66,Plot4_9
1023,4,Entandrophragma angolense,Meliaceae,52.6,0.71,0.28,0.15,26,0.58,Plot4_9
1024,4,Hunteria umbellate ,Apocynaceae,21,0.29,0.14,0.03,7,0.72,Plot4_9
1025,4,Hunteria umbellate ,Apocynaceae,13.8,0.16,0.13,0.05,8.5,0.72,Plot4_9
1026,4,Pausinystalia brachythyrsa,Rubiaceae,105,1.05,0.65,0.19,29,0.6,Plot4_9
1027,4,Phyllanthus discoides,Euphorbiaceae,32.3,0.3,0.22,0.18,4,0.75,Plot4_9
1028,4,Pterygota macrocarpa,Malvaceae,12.3,0.16,0.1,0.03,6.8,0.52,Plot4_9
1029,4,Pycnanthus angolensis,Myristicaceae,59,0.85,0.28,0.04,24.8,0.44,Plot4_9
1030,4,Pycnanthus angolensis,Myristicaceae,28.4,0.31,0.16,0.03,18.8,0.44,Plot4_9
1031,4,Pycnanthus angolensis,Myristicaceae,47.4,0.52,0.42,0.15,21.8,0.44,Plot4_9
1032,4,Pycnanthus angolensis,Myristicaceae,10.2,0.13,0.08,0.03,6.5,0.44,Plot4_9
1033,4,Sterculia rhinopetala,Malvaceae,86,0.86,0.48,0.15,27.5,0.64,Plot4_9
1034,4,Xylopia aethiopica,Annonaceae,36.5,0.37,0.16,0.11,14.8,0.44,Plot4_9
1035,4,Daniellia ogea,Fabaceae,20.3,0.24,0.14,0.09,16.8,0.31,Plot4_9
1036,4,Celtis zenkeri,Cannabaceae,12.8,0.17,0.09,0.03,13.5,0.65,Plot4_9
1037,4,Piptadeniastrum africanum,Fabaceae,32.3,0.32,0.18,0.1,16.5,0.64,Plot4_9
1038,4,Bombax buonopozense,Malvaceae,58.3,0.58,0.34,0.16,28.5,0.32,Plot4_9
1039,4,Hunteria umbellate ,Apocynaceae,16.6,0.21,0.09,0.03,6.8,0.72,Plot4_9
1040,4,Celtis zenkeri,Cannabaceae,17,0.2,0.11,0.03,7.5,0.65,Plot4_9
1041,4,Cola nitida,Malvaceae,38.9,0.44,0.25,0.11,16.8,0.66,Plot4_9
1042,4,Distemonanthus benthamianus,Fabaceae,21.9,0.25,0.12,0.03,6.5,0.6,Plot4_9
1043,4,Zanthoxylum zanthoxyloides,Rutaceae,32.5,0.33,0.18,0.12,16,0.59,Plot4_9
1044,4,Bridelia micrantha,Phyllanthaceae,10,0.12,0.06,0.01,5.6,0.47,Plot4_9
1045,4,Cola nitida,Malvaceae,12.8,0.15,0.11,0.03,8.6,0.66,Plot4_9
1046,4,Chrysophyllum perpulchrum,Sapotaceae,15.8,0.2,0.12,0.04,12.8,0.68,Plot4_10
1047,4,Celtis zenkeri,Cannabaceae,90,0.9,0.45,0.17,30,0.65,Plot4_10
1048,4,Distemonanthus benthamianus,Fabaceae,32.5,0.33,0.15,0.04,11.5,0.6,Plot4_10
1049,4,Sterculia rhinopetala,Malvaceae,20.1,0.25,0.14,0.07,14.8,0.64,Plot4_10
1050,4,Musanga cecropioides,Urticaceae,80,0.8,0.48,0.15,18,0.39,Plot4_10
1051,4,Strombosia grandifolia,Olacaceae,17.5,0.21,0.12,0.04,10.8,0.9,Plot4_10
1052,4,Cola millenii,Malvaceae,10.4,0.14,0.06,0.03,6.8,0.77,Plot4_10
1053,4,Strombosia grandifolia,Olacaceae,10,0.15,0.07,0.03,6.8,0.9,Plot4_10
1054,4,Cola millenii,Malvaceae,12.7,0.16,0.12,0.04,6.8,0.77,Plot4_10
1055,4,Cola gigantea,Malvaceae,41.6,0.54,0.26,0.14,18,0.54,Plot4_10
1056,4,Ficus mucuso,Moraceae,11.5,0.16,0.11,0.03,7.8,0.41,Plot4_10
1057,4,Ficus elastica,Moraceae,10.1,0.12,0.1,0.03,8.5,0.34,Plot4_10
1058,4,Monodora tenuifolia,Annonaceae,18.8,0.22,0.14,0.05,7.5,0.49,Plot4_10
1059,4,Celtis zenkeri,Cannabaceae,29,0.32,0.2,0.15,14.4,0.65,Plot4_10
1060,4,Pycnanthus angolensis,Myristicaceae,11.5,0.13,0.07,0.02,7.5,0.44,Plot4_10
1061,4,Cordia millenii,Boraginaceae,12.2,0.12,0.08,0.02,6.5,0.52,Plot4_10
1062,4,Sterculia rhinopetala,Malvaceae,33,0.35,0.24,0.1,16.8,0.64,Plot4_10
1063,4,Celtis zenkeri,Cannabaceae,25.6,0.28,0.18,0.09,14.8,0.65,Plot4_10
1064,4,Celtis zenkeri,Cannabaceae,135,1.35,0.78,0.25,32,0.65,Plot4_10
1065,4,Bosqueia angolensis,Moraceae,36.3,0.52,0.16,0.1,13.8,0.64,Plot4_10
1066,4,Parkia biglobosa,Fabaceae,22.6,0.36,0.16,0.07,14,0.53,Plot4_10
1067,4,Celtis zenkeri,Cannabaceae,18,0.26,0.14,0.05,6.8,0.65,Plot4_10
1068,4,Chrysophyllum perpulchrum,Sapotaceae,31,0.33,0.19,0.08,13.8,0.68,Plot4_10
1069,4,Brachystegia nigerica,Fabaceae,125,1.25,0.48,0.15,29,0.52,Plot4_10
1070,4,Celtis zenkeri,Cannabaceae,85.2,0.85,0.28,0.14,18.2,0.65,Plot4_10
1071,4,Celtis zenkeri,Cannabaceae,28,0.36,0.14,0.11,12.5,0.65,Plot4_10
1072,4,Sterculia rhinopetala,Malvaceae,22.2,0.38,0.15,0.03,11.5,0.64,Plot4_10
1073,4,Cola millenii,Malvaceae,25.6,0.3,0.08,0.03,11,0.77,Plot4_10
1074,4,Cola gigantea,Malvaceae,19,0.28,0.12,0.04,9.5,0.54,Plot4_10
1075,4,Celtis zenkeri,Cannabaceae,14.8,0.25,0.12,0.03,8.5,0.65,Plot4_10
1076,4,Sterculia rhinopetala,Malvaceae,20.9,0.27,0.16,0.07,14.8,0.64,Plot4_10
1077,4,Cola gigantea,Malvaceae,12.5,0.17,0.1,0.03,7,0.54,Plot4_10
1078,4,Brachystegia nigerica,Fabaceae,65.5,0.83,0.38,0.22,22.5,0.52,Plot4_11
1079,4,Celtis zenkeri,Cannabaceae,34,0.34,0.24,0.12,16.8,0.65,Plot4_11
1080,4,Hunteria umbellate ,Apocynaceae,9.6,0.12,0.06,0.01,5.8,0.72,Plot4_11
1081,4,Lecaniodiscus cupanioides,Sapindaceae,14.8,0.22,0.12,0.07,5,0.43,Plot4_11
1082,4,Daniellia ogea,Fabaceae,54.4,0.65,0.38,0.16,22,0.31,Plot4_11
1083,4,Zanthoxylum zanthoxyloides,Rutaceae,19.4,0.21,0.12,0.03,8.6,0.59,Plot4_11
1084,4,Milicia excelsa,Moraceae,83,0.99,0.54,0.23,28,0.59,Plot4_11
1085,4,Triplochiton scleroxylon,Malvaceae,45.8,0.46,0.2,0.1,16.8,0.34,Plot4_11
1086,4,Sterculia rhinopetala,Malvaceae,145,1.45,0.68,0.16,24.8,0.64,Plot4_11
1087,4,Cola gigantea,Malvaceae,25.1,0.39,0.2,0.09,14,0.54,Plot4_11
1088,4,Celtis zenkeri,Cannabaceae,50.5,0.51,0.23,0.16,24.8,0.65,Plot4_11
1089,4,Desplatsia dewevrei,Malvaceae,10.8,0.18,0,0,,0.62,Plot4_11
